"mb_sex","age","majorNm","license","hope_license"
"2","50",항공기계과,"치공구설계산업기사,궤도장비정비산업기사,공조냉동기계기술사,정밀측정산업기사",
"1","13",바이오메디컬공학전공,"1급 청소년지도사,2급 청소년상담사,국제의료관광코디네이터,1급 청소년상담사",
"2","44",마술학과,"제품디자인기술사,시각디자인기사,컴퓨터그래픽스운용기능사,웹디자인기능사",
"1","38",가정관리학과,"임상심리사2급,2급 청소년상담사,3급 청소년지도사,1급 청소년지도사",
"2","34",러시아학과,"관광통역안내사(불어),관광통역안내사(아랍어),관광통역안내사(독어),관광통역안내사(스페인어)",
"2","50",만화애니메이션학과,"시각디자인기사,컬러리스트산업기사,컬러리스트기사,제품디자인기술사",
"2","64",멀티미디어공학과,"정보기기운용기능사,사무자동화산업기사,컴퓨터시스템응용기술사,정보처리산업기사",
"2","34",독어교육과,"관광통역안내사(베트남어),관광통역안내사(이탈리아어),관광통역안내사(말레이/인도네시아어),관광통역안내사(영어)",
"2","61",식품조리학과,"수산제조기술사,식육가공기사,식품산업기사,제과기능장",
"2","42",평생교육학과,"관광통역안내사(아랍어),관광통역안내사(독어),관광통역안내사(일본어),관광통역안내사(말레이/인도네시아어)",
"2","42",가정관리학과,"1급 청소년상담사,3급 청소년상담사,2급 청소년상담사,2급 청소년지도사",
"1","9",환경시스템공학과,"기상감정기사,환경위해관리기사,수질환경산업기사,소음진동기사",
"2","51",로봇공학과,"관광통역안내사(스페인어),관광통역안내사(독어),관광통역안내사(아랍어),관광통역안내사(영어)",
"1","45",미디어디자인과,"시각디자인산업기사,제품디자인기사,시각디자인기사,컬러리스트기사",
"2","35",미술사학과,"시각디자인기사,제품디자인기술사,컬러리스트기사,웹디자인기능사",
"2","54",전자공학과,"3D프린터운용기능사,전자응용기술사,전기응용기술사,전기철도산업기사",
"1","64",치기공과,"2급 청소년상담사,1급 청소년상담사,1급 청소년지도사,국제의료관광코디네이터",
"2","11",항공우주공학과,"연삭기능사,기계설계기사,금형제작기능장,메카트로닉스산업기사",
"2","20",게임컨텐츠과,"정보처리기사,정보처리기능사,정보처리산업기사,정보관리기술사",
"2","37",관광영어과,"스포츠경영관리사,미용사(네일),미용사(메이크업),이용장",
"1","62",식품영양학과,"수산제조기술사,식품기술사,식품가공기능사,제과기능사",
"2","43",관광학부,"이용장,미용사(피부),미용장,이용사",
"1","64",정보통계학과,"컴퓨터시스템응용기술사,정보처리산업기사,멀티미디어콘텐츠제작전문가,사무자동화산업기사",
"2","44",러시아언어문화전공,"관광통역안내사(영어),관광통역안내사(독어),관광통역안내사(불어),관광통역안내사(일본어)",
"2","60",미술치료과,"시각디자인기사,컬러리스트산업기사,제품디자인기사,제품디자인기술사",
"1","60",미래자동차공학과,"프레스금형설계기사,항공기관정비기능사,항공기사,동력기계정비기능사",
"2","10",환경원예학과,"에너지관리기능사,수질관리기술사,신재생에너지발전설비기능사(태양광),광산환경기능사",
"2","42",정보보안학과,"정보처리기사,전자계산기조직응용기사,정보처리산업기사,정보관리기술사",
"1","63",독일학과,"관광통역안내사(스페인어),관광통역안내사(아랍어),관광통역안내사(태국어),관광통역안내사(영어)",
"1","12",포르투갈어과,"관광통역안내사(말레이/인도네시아어),관광통역안내사(아랍어),관광통역안내사(러시아어),관광통역안내사(일본어)",
"1","52",관광크루즈승무원과,"스포츠경영관리사,미용장,미용사(일반),이용사",
"2","44",무용학과,"시각디자인산업기사,제품디자인기술사,컬러리스트산업기사,컴퓨터그래픽스운용기능사",
"2","17",평생교육학과,"관광통역안내사(일본어),관광통역안내사(영어),관광통역안내사(불어),관광통역안내사(러시아어)",
"1","46",화훼원예과,"목질재료기능사,임산가공기사,어로산업기사,어병기사",
"2","43",경제금융학과,"공장관리기술사,포장기사,컨벤션기획사1급,품질관리기술사",
"1","22",다문화복지과,"3급 청소년지도사,국제의료관광코디네이터,3급 청소년상담사,임상심리사2급",
"1","14",경찰경호행정과,"건설안전기술사,화공안전기술사,가스산업기사,산업안전산업기사",
"1","37",스마트소프트웨어과,"정보관리기술사,전자계산기조직응용기사,정보처리기능사,정보기기운용기능사",
"2","44",친환경건축학과,"측량기능사,지적기술사,건축목재시공기능장,컨테이너크레인운전기능사",
"1","61",항공메카트로닉스과,"철도차량기사,치공구설계산업기사,건설기계설비산업기사,공조냉동기계기능사",
"2","59",독어독문학과,"관광통역안내사(베트남어),관광통역안내사(불어),관광통역안내사(독어),관광통역안내사(스페인어)",
"2","39",프랑스학과,"관광통역안내사(영어),관광통역안내사(불어),관광통역안내사(아랍어),관광통역안내사(일본어)",
"1","21",과학교육과,"환경기능사,소음진동산업기사,소음진동기술사,에너지관리기능장",
"1","60",경찰행정학과,"가스산업기사,가스기술사,초음파비파괴검사산업기사,건설안전기사",
"1","13",농업교육과,"축산산업기사,산림기능사,임산가공기사,유기농업산업기사",
"1","53",도시정보공학전공,"항로표지기능사,실내건축기능사,조경기사,롤러운전기능사",
"1","47",메카트로닉스공학과,"컴퓨터시스템응용기술사,정보처리기능사,멀티미디어콘텐츠제작전문가,정보처리산업기사",
"2","27",항공서비스경영학과,"항공기체정비기능사,건설기계설비기사,자동차정비기능사,사출금형산업기사",
"1","40",사진학과,"제품디자인기술사,컬러리스트기사,웹디자인기능사,제품디자인기사",
"1","58",도시정보공학전공,"롤러운전기능사,모터그레이더운전기능사,수자원개발기술사,목재창호기능사",
"2","37",회계학과,"품질경영산업기사,품질경영기사,공장관리기술사,사회조사분석사1급",
"2","64",도시계획학과,"항공사진기능사,지도제작기능사,아스팔트피니셔운전기능사,상하수도기술사",
"2","46",그리스·불가리아학과,"관광통역안내사(불어),관광통역안내사(영어),관광통역안내사(베트남어),관광통역안내사(독어)",
"2","38",전기·전자·통신공학교육과,"전기응용기술사,전기기사,전자기기기능장,산업계측제어기술사",
"1","63",산림과학과,"산림기사,임산가공기사,어병기사,어업생산관리기사",
"2","64",치의예과,"2급 청소년지도사,임상심리사2급,1급 청소년지도사,3급 청소년상담사",
"2","18",항공운항학과,"산업기계설비기술사,프레스금형산업기사,항공기사,공유압기능사",
"1","32",회계학과,"품질관리기술사,사회조사분석사1급,포장산업기사,컨벤션기획사2급",
"1","28",경찰경호과,"방재기사,비파괴검사기술사,건설안전산업기사,인간공학기술사",
"1","23",경찰경호행정과,"화재감식평가기사,소방기술사,자기비파괴검사기사,초음파비파괴검사산업기사",
"1","51",호텔조리김치발효과,"양식조리기능사,한식조리산업기사,중식조리산업기사,일식조리기능사",
"2","55",무용학과,"제품디자인기술사,컬러리스트산업기사,컬러리스트기사,제품디자인산업기사",
"2","26",ICT융합학과,"정보기기운용기능사,컴퓨터시스템응용기술사,정보관리기술사,사무자동화산업기사",
"2","44",사진학과,"컬러리스트기사,제품응용모델링기능사,제품디자인기술사,웹디자인기능사",
"1","12",경찰경호과,"건설안전산업기사,가스기술사,자기비파괴검사산업기사,가스기사",
"1","28",격기지도학과,"제품응용모델링기능사,컴퓨터그래픽스운용기능사,웹디자인기능사,제품디자인기술사",
"1","13",프랑스학과,"관광통역안내사(영어),관광통역안내사(러시아어),관광통역안내사(불어),관광통역안내사(독어)",
"1","37",패션산업학과,"양복기능사,섬유기술사,염색기능사(침염),섬유기사",
"2","34",미술학과,"컬러리스트산업기사,시각디자인기사,컴퓨터그래픽스운용기능사,제품디자인기술사",
"2","59",국방과학기술학과,"정보처리산업기사,정보관리기술사,정보처리기사,사무자동화산업기사",
"2","45",신소재응용과,"폐기물처리산업기사,신재생에너지발전설비기능사(태양광),수질환경산업기사,기상감정기사",
"1","33",VMD과,"공장관리기술사,컨벤션기획사1급,사회조사분석사2급,컨벤션기획사2급",
"2","13",호텔경영학과,"컨벤션기획사1급,포장기사,포장기술사,사회조사분석사1급",
"1","57",게임학과,"전자계산기조직응용기사,정보처리기능사,정보처리산업기사,정보관리기술사",
"1","56",관광일어과,"이용사,미용사(일반),미용사(피부),미용사(메이크업)",
"1","37",광공학과,"2급 청소년지도사,임상심리사1급,임상심리사2급,국제의료관광코디네이터",
"1","25",정보보호학과,"사무자동화산업기사,정보처리기능사,정보기기운용기능사,컴퓨터시스템응용기술사",
"2","18",패션의류학과,"양복기능사,신발산업기사,의류기사,섬유디자인산업기사",
"1","32",환경에너지공학과,"자연생태복원기사,환경위해관리기사,수질환경산업기사,기상감정기사",
"2","37",경호보안학과,"초음파비파괴검사산업기사,가스기능장,인간공학기사,자기비파괴검사기능사",
"1","30",그리스·불가리아학과,"관광통역안내사(말레이/인도네시아어),관광통역안내사(태국어),관광통역안내사(독어),관광통역안내사(스페인어)",
"1","44",공연영상학과,"컬러리스트기사,제품디자인기사,제품응용모델링기능사,컬러리스트산업기사",
"1","41",건축시스템공학과,"롤러운전기능사,기중기운전기능사,도시계획기사,항로표지기사",
"1","57",대기과학과,"소음진동기술사,농림토양평가관리기사,토양환경기술사,자연생태복원산업기사",
"2","34",미술교육과,"컬러리스트산업기사,컬러리스트기사,제품디자인산업기사,제품디자인기사",
"2","61",러시아어문학과,"관광통역안내사(불어),관광통역안내사(이탈리아어),관광통역안내사(영어),관광통역안내사(말레이/인도네시아어)",
"2","33",교육심리학과,"2급 청소년지도사,임상심리사2급,2급 청소년상담사,1급 청소년지도사",
"2","55",기계설계공학과,"그린전동자동차기사,기계정비기능사,생산자동화기능사,자동차보수도장기능사",
"2","50",항공운항학과,"기계정비기능사,산업기계설비기술사,컴퓨터응용밀링기능사,설비보전기능사",
"2","14",방사선학과,"기계안전기술사,소방설비기사(전기분야),건설안전기사,산업위생관리기사",
"2","18",몽골어과,"관광통역안내사(이탈리아어),관광통역안내사(말레이/인도네시아어),관광통역안내사(베트남어),관광통역안내사(불어)",
"2","12",화공생명학과,"화약류제조산업기사,화학분석기능사,위험물산업기사,화공기술사",
"1","15",산업보건학과,"1급 청소년상담사,3급 청소년상담사,임상심리사2급,2급 청소년상담사",
"1","21",로봇공학과,"관광통역안내사(스페인어),관광통역안내사(일본어),관광통역안내사(독어),관광통역안내사(말레이/인도네시아어)",
"1","28",호텔조리김치발효과,"복어조리기능사,한식조리산업기사,중식조리기능사,조리기능장",
"2","20",관현악과,"미용사(일반),미용사(메이크업),이용사,미용사(네일)",
"1","10",미디어커뮤니케이션학과,"제품응용모델링기능사,제품디자인기사,컬러리스트산업기사,제품디자인산업기사",
"2","34",기계공학과,"기계기술사,컴퓨터응용선반기능사,기계설계기사,기계조립산업기사",
"2","29",융합소프트웨어학과,"멀티미디어콘텐츠제작전문가,정보관리기술사,전자계산기조직응용기사,정보처리기능사",
"1","37",경찰학과,"산업안전산업기사,화재감식평가산업기사,인간공학기사,기계안전기술사",
"1","31",회화과,"제품응용모델링기능사,컬러리스트산업기사,컬러리스트기사,제품디자인기술사",
"1","34",격기지도학과,"제품응용모델링기능사,컬러리스트산업기사,시각디자인기사,웹디자인기능사",
"1","21",호텔외식조리과,"한식조리기능사,중식조리산업기사,양식조리산업기사,조주기능사",
"1","33",독일언어문화학과,"관광통역안내사(아랍어),관광통역안내사(스페인어),관광통역안내사(중국어),관광통역안내사(베트남어)",관광통역안내사(러시아어)
"2","32",화학과,"위험물기능장,화공기술사,위험물산업기사,위험물기능사",화공기술사
"2","42",기계교육과,"금형기술사,자동차보수도장기능사,건설기계정비산업기사,자동차정비기능사",건설기계정비산업기사
"1","24",러시아언어문화전공,"관광통역안내사(베트남어),관광통역안내사(태국어),관광통역안내사(말레이/인도네시아어),관광통역안내사(아랍어)",관광통역안내사(베트남어)
"1","30",농학과,"산림산업기사,목질재료기능사,수산양식기술사,수산양식기사",임산가공기능사
"1","62",도시건설과,"양화장치운전기능사,해양공학기사,도로및공항기술사,천장크레인운전기능사",건축도장기능사
"2","29",정밀화학과,"화학분석기능사,정밀화학기사,화공기사,화공기술사",화약류제조산업기사
"1","40",기계설계공학과,"자동차정비기사,조선산업기사,기계정비산업기사,자동차정비산업기사",메카트로닉스산업기사
"2","50",멀티미디어공학과,"정보처리기사,정보기기운용기능사,컴퓨터시스템응용기술사,멀티미디어콘텐츠제작전문가",컴퓨터시스템응용기술사
"2","24",독어독문학과,"관광통역안내사(베트남어),관광통역안내사(아랍어),관광통역안내사(말레이/인도네시아어),관광통역안내사(스페인어)",관광통역안내사(일본어)
"1","40",도시공학과,"항로표지기능사,건축시공기술사,콘크리트기능사,건축목재시공기능장",비계기능사
"1","38",전기공학과,"전자계산기기사,의공산업기사,전기철도산업기사,철도신호기사",전기공사산업기사
"2","34",실내건축디자인학과,"굴삭기운전기능사,배관기능장,토목품질시험기술사,수자원개발기술사",양화장치운전기능사
"2","30",관광영어과,"이용장,미용사(피부),미용장,이용사",미용사(메이크업)
"1","17",푸드코디네이션과,"수산제조기술사,식품기술사,식품산업기사,식품기사",제과기능장
"1","23",식품공학과,"식품가공기능사,제과기능장,수산제조기술사,제과기능사",식품기사
"1","46",회계세무학과,"포장기사,컨벤션기획사2급,사회조사분석사2급,소비자전문상담사1급",품질경영산업기사
"2","45",공연예술과,"시각디자인산업기사,컬러리스트산업기사,웹디자인기능사,제품디자인산업기사",웹디자인기능사
"2","46",호텔관광과,"공장관리기술사,컨벤션기획사1급,품질경영기사,컨벤션기획사2급",포장기술사
"2","25",문화콘텐츠학과,"시각디자인기사,제품응용모델링기능사,제품디자인산업기사,웹디자인기능사",제품디자인기술사
"1","31",경제통상학부,"포장기술사,포장기사,포장산업기사,소비자전문상담사2급",포장산업기사
"1","34",스마트IT학과,"정보처리산업기사,멀티미디어콘텐츠제작전문가,정보기기운용기능사,정보처리기능사",정보처리기능사
"2","20",경제금융학과,"포장기술사,품질경영기사,소비자전문상담사2급,소비자전문상담사1급",포장기사
"1","46",국방과학기술학과,"컴퓨터시스템응용기술사,정보처리산업기사,정보기기운용기능사,전자계산기조직응용기사",정보처리기사
"2","63",정밀화학과,"위험물기능장,화학분석기사,화약류제조산업기사,위험물산업기사",위험물기능장
"2","40",항공메카트로닉스과,"항공기사,조선산업기사,건설기계정비기사,궤도장비정비기사",농업기계기사
"1","58",신재생에너지과,"컴퓨터시스템응용기술사,사무자동화산업기사,정보관리기술사,정보처리기사",정보기기운용기능사
"2","14",기계과,"일반기계기사,생산자동화산업기사,궤도장비정비산업기사,기계기술사",메카트로닉스산업기사
"2","58",게임학과,"사무자동화산업기사,컴퓨터시스템응용기술사,멀티미디어콘텐츠제작전문가,정보관리기술사",정보처리기능사
"2","17",도시행정학과,"건축설비산업기사,조경기사,측량기능사,건축목공기능사",굴삭기운전기능사
"1","30",환경조경과,"수질관리기술사,온실가스관리기사,대기관리기술사,에너지관리기사",기상기사
"2","35",문화콘텐츠학과,"제품응용모델링기능사,시각디자인기사,컬러리스트기사,시각디자인산업기사",시각디자인기사
"2","44",간호과,"1급 청소년지도사,3급 청소년지도사,2급 청소년지도사,1급 청소년상담사",임상심리사1급
"2","15",건축학과,"실내건축산업기사,철도토목기사,철도토목기능사,건축구조기술사",타일기능사
"2","22",신소재응용과,"온실가스관리산업기사,대기환경산업기사,자연생태복원기사,기상감정기사",대기관리기술사
"1","46",평생교육학과,"관광통역안내사(아랍어),관광통역안내사(태국어),관광통역안내사(일본어),관광통역안내사(영어)",관광통역안내사(아랍어)
"1","48",게임학과,"사무자동화산업기사,정보기기운용기능사,멀티미디어콘텐츠제작전문가,전자계산기조직응용기사",정보처리기능사
"2","40",관광일어과,"스포츠경영관리사,이용장,이용사,미용사(네일)",이용장
"1","31",항공시스템공학과,"기계가공조립기능사,사출금형설계기사,객화차정비산업기사,기계정비산업기사",공조냉동기계기능사
"1","64",러시아언어문화전공,"관광통역안내사(독어),관광통역안내사(이탈리아어),관광통역안내사(불어),관광통역안내사(말레이/인도네시아어)",관광통역안내사(말레이/인도네시아어)
"1","61",농학과,"축산기사,농화학기술사,식육처리기능사,시설원예기사",임업종묘기사
"1","41",환경학과,"폐기물처리산업기사,토양환경기사,에너지관리기사,수질환경기사",농림토양평가관리기사
"1","42",방사선학과,"자기비파괴검사기사,산업안전산업기사,누설비파괴검사기사,건설안전산업기사",자기비파괴검사산업기사
"1","14",미디어디자인과,"제품디자인산업기사,시각디자인기사,제품응용모델링기능사,제품디자인기술사",시각디자인산업기사
"1","11",해양생명응용과학부,"항로표지기능사,미장기능사,농어업토목기술사,토목시공기술사",건축일반시공산업기사
"2","52",정밀화학과,"위험물기능장,바이오화학제품제조기사,화약류제조기사,화학분석기능사",화약류제조기사
"1","30",컴퓨터교육과,"정보처리기능사,정보관리기술사,컴퓨터시스템응용기술사,전자계산기조직응용기사",컴퓨터시스템응용기술사
"1","34",항공시스템공학과,"철도동력차전기정비산업기사,프레스금형산업기사,공조냉동기계기능사,자동차정비산업기사",생산자동화산업기사
"2","38",바이오메디컬공학전공,"임상심리사2급,임상심리사1급,1급 청소년지도사,2급 청소년상담사","2급 청소년상담사"
"1","9",식품공학과,"식품산업기사,제과기능사,식품기술사,제과기능장",떡제조기능사
"2","37",게임컨텐츠과,"멀티미디어콘텐츠제작전문가,정보기기운용기능사,컴퓨터시스템응용기술사,정보처리기능사",사무자동화산업기사
"2","42",패션의류학과,"의류기사,섬유디자인산업기사,세탁기능사,양장기능사",염색기능사(침염)
"1","35",경찰경호과,"소방설비산업기사(기계분야),산업위생관리산업기사,화재감식평가산업기사,건설안전기술사",소방설비산업기사(전기분야)
"1","11",러시아어문학과,"관광통역안내사(이탈리아어),관광통역안내사(불어),관광통역안내사(영어),관광통역안내사(아랍어)",관광통역안내사(이탈리아어)
"2","13",가정관리학과,"2급 청소년상담사,국제의료관광코디네이터,임상심리사1급,1급 청소년지도사","2급 청소년지도사"
"1","57",광공학과,"임상심리사2급,2급 청소년상담사,3급 청소년지도사,1급 청소년지도사","2급 청소년상담사"
"2","16",생화학과,"바이오화학제품제조기사,화학분석기능사,바이오화학제품제조산업기사,화약류제조기사",바이오화학제품제조산업기사
"1","44",프랑스어과,"관광통역안내사(불어),관광통역안내사(중국어),관광통역안내사(아랍어),관광통역안내사(일본어)",관광통역안내사(러시아어)
"1","61",도시공학과,"응용지질기사,토목구조기술사,건축도장기능사,거푸집기능사",거푸집기능사
"2","27",관광중국어과,"미용장,스포츠경영관리사,미용사(메이크업),미용사(네일)",미용장
"2","64",무용학과,"컴퓨터그래픽스운용기능사,컬러리스트기사,웹디자인기능사,시각디자인기사",제품디자인기사
"1","41",환경조경과,"온실가스관리기사,기상기사,에너지관리기능장,소음진동기술사",생물분류기사(식물)
"2","24",패션산업학과,"신발산업기사,패션머천다이징산업기사,섬유기사,양장기능사",양복기능사
"1","32",패션산업학과,"패션머천다이징산업기사,신발산업기사,한복산업기사,신발류제조기능사",염색기능사(침염)
"2","57",리조트개발학과,"식품산업기사,제과기능사,제빵기능사,식품가공기능사",제과기능장
"1","50",만화콘텐츠과,"제품디자인기사,컴퓨터그래픽스운용기능사,제품디자인기술사,제품디자인산업기사",컴퓨터그래픽스운용기능사
"2","22",해양공학과,"석공기능사,지적기능사,토목구조기술사,지적기사",측량및지형공간정보기술사
"1","60",호텔조리김치발효과,"일식조리기능사,한식조리산업기사,복어조리산업기사,조주기능사",복어조리기능사
"2","64",미디어커뮤니케이션학과,"제품디자인산업기사,웹디자인기능사,제품응용모델링기능사,컬러리스트기사",컬러리스트기사
"1","53",실내건축디자인학과,"측량기능사,천공기운전기능사,건축구조기술사,철도기술사",해양조사산업기사
"1","64",간호학과,"2급 청소년지도사,국제의료관광코디네이터,1급 청소년지도사,임상심리사1급",국제의료관광코디네이터
"1","52",프랑스언어문화학과,"관광통역안내사(베트남어),관광통역안내사(일본어),관광통역안내사(불어),관광통역안내사(아랍어)",관광통역안내사(스페인어)
"2","25",독어교육과,"관광통역안내사(영어),관광통역안내사(스페인어),관광통역안내사(말레이/인도네시아어),관광통역안내사(아랍어)",관광통역안내사(베트남어)
"2","48",게임컨텐츠과,"정보관리기술사,정보처리기능사,전자계산기조직응용기사,사무자동화산업기사",정보관리기술사
"1","57",바이오메디컬공학전공,"3급 청소년상담사,3급 청소년지도사,국제의료관광코디네이터,1급 청소년상담사",임상심리사1급
"1","30",스마트IT학과,"정보처리산업기사,멀티미디어콘텐츠제작전문가,사무자동화산업기사,정보기기운용기능사",정보관리기술사
"2","31",경영정보학과,"사회조사분석사2급,포장기술사,포장산업기사,컨벤션기획사1급",품질경영기사
"2","30",패션마케팅과,"신발산업기사,섬유기사,염색기능사(침염),한복기능사",한복기능사
"1","59",러시아어문학과,"관광통역안내사(일본어),관광통역안내사(러시아어),관광통역안내사(중국어),관광통역안내사(영어)",관광통역안내사(불어)
"2","26",생명공학과,"바이오화학제품제조기사,정밀화학기사,화약류제조기사,화약류제조산업기사",바이오화학제품제조산업기사
"1","30",메카트로닉스공학과,"정보처리산업기사,멀티미디어콘텐츠제작전문가,컴퓨터시스템응용기술사,전자계산기조직응용기사",정보처리기능사
"1","39",스마트폰컨텐츠과,"사무자동화산업기사,정보기기운용기능사,정보관리기술사,전자계산기조직응용기사",멀티미디어콘텐츠제작전문가
"1","53",정보통계학과,"정보처리기능사,정보처리산업기사,컴퓨터시스템응용기술사,사무자동화산업기사",멀티미디어콘텐츠제작전문가
"2","11",카이로스포츠과,"컬러리스트산업기사,컬러리스트기사,제품디자인산업기사,컴퓨터그래픽스운용기능사",컴퓨터그래픽스운용기능사
"2","64",경제금융학과,"컨벤션기획사2급,품질경영기사,포장산업기사,소비자전문상담사1급",사회조사분석사2급
"1","24",데이터정보학과,"컴퓨터시스템응용기술사,정보관리기술사,정보처리기사,정보기기운용기능사",정보관리기술사
"2","29",건설시스템공학과,"토목산업기사,건축설비기사,교통기사,건축구조기술사",해양환경기사
"2","64",경제금융학과,"사회조사분석사1급,소비자전문상담사2급,포장기사,컨벤션기획사2급",사회조사분석사1급
"1","61",관광학부,"미용사(메이크업),미용사(일반),이용사,스포츠경영관리사",미용사(네일)
"2","8",환경조경과,"에너지관리기능장,광산환경기능사,농림토양평가관리기사,토양환경기술사",에너지관리기능장
"2","21",국악과,"컴퓨터그래픽스운용기능사,제품응용모델링기능사,컬러리스트산업기사,제품디자인산업기사",제품디자인산업기사
"1","20",미디어콘텐츠학과,"시각디자인기사,컴퓨터그래픽스운용기능사,웹디자인기능사,컬러리스트산업기사",시각디자인산업기사
"1","23",경호스포츠과,"산업안전기사,가스기사,기계안전기술사,가스기능장",전기안전기술사
"2","56",게임제작과,"사무자동화산업기사,정보처리산업기사,컴퓨터시스템응용기술사,정보처리기능사",전자계산기조직응용기사
"1","27",포르투갈어과,"관광통역안내사(불어),관광통역안내사(아랍어),관광통역안내사(스페인어),관광통역안내사(러시아어)",관광통역안내사(태국어)
"2","64",패션마케팅과,"섬유산업기사,의류기술사,신발산업기사,한복기능사",패션머천다이징산업기사
"2","55",리조트개발학과,"식품기사,떡제조기능사,제과기능사,식품산업기사",식품가공기능사
"1","29",경찰경호과,"가스기술사,침투비파괴검사기능사,건설안전기술사,누설비파괴검사기사",산업안전기사
"1","21",기계설계공학과,"기계가공기능장,농기계정비기능사,일반기계기사,항공기체정비기능사",기계정비산업기사
"1","39",산림과학과,"버섯산업기사,시설원예기술사,축산산업기사,임산가공기사",버섯산업기사
"1","18",치기공과,"1급 청소년지도사,2급 청소년상담사,3급 청소년상담사,국제의료관광코디네이터","2급 청소년지도사"
"2","26",해양경찰학과,"측량기능사,상하수도기술사,콘크리트산업기사,배관기능장",철도토목산업기사
"1","10",컴퓨터시스템공학과,"멀티미디어콘텐츠제작전문가,정보처리기능사,사무자동화산업기사,정보처리기사",정보관리기술사
"2","30",호텔조리제과제빵과,"양식조리산업기사,중식조리산업기사,양식조리기능사,조리기능장",일식조리기능사
"1","12",화학신소재학과,"화학분석기사,바이오화학제품제조산업기사,정밀화학기사,화학분석기능사",바이오화학제품제조산업기사
"2","26",독어독문학과,"관광통역안내사(일본어),관광통역안내사(불어),관광통역안내사(베트남어),관광통역안내사(중국어)",관광통역안내사(아랍어)
"2","15",친환경건축학과,"배관산업기사,농어업토목기술사,방수기능사,전산응용토목제도기능사",측량및지형공간정보기술사
"1","47",루마니아어과,"관광통역안내사(러시아어),관광통역안내사(일본어),관광통역안내사(말레이/인도네시아어),관광통역안내사(태국어)",관광통역안내사(러시아어)
"1","21",관광영어과,"미용사(네일),미용사(메이크업),미용사(일반),미용장",미용사(네일)
"1","50",관광크루즈승무원과,"미용사(네일),미용사(메이크업),이용사,미용사(일반)",미용사(메이크업)
"2","55",치기공과,"1급 청소년상담사,국제의료관광코디네이터,3급 청소년상담사,3급 청소년지도사","3급 청소년상담사"
"2","25",고분자공학과,"위험물기능사,위험물산업기사,정밀화학기사,바이오화학제품제조산업기사",화약류제조기사
"2","35",전기제어과,"전자응용기술사,반도체설계산업기사,전자계산기제어산업기사,전기철도기사",임베디드기사
"2","25",식품생명과학과,"수산제조기사,제과기능사,식품기사,제과기능장",식품기사
"1","22",나노신소재공학과,"화학분석기사,화학분석기능사,화공기사,정밀화학기사",정밀화학기사
"1","21",사진학과,"제품응용모델링기능사,제품디자인기술사,컴퓨터그래픽스운용기능사,시각디자인산업기사",컬러리스트산업기사
"1","10",공예디자인학과,"컬러리스트산업기사,시각디자인기사,컴퓨터그래픽스운용기능사,제품응용모델링기능사",웹디자인기능사
"2","31",공연영상학과,"컴퓨터그래픽스운용기능사,제품디자인기술사,컬러리스트산업기사,시각디자인산업기사",컬러리스트기사
"1","41",프랑스어문학과,"관광통역안내사(태국어),관광통역안내사(말레이/인도네시아어),관광통역안내사(아랍어),관광통역안내사(불어)",관광통역안내사(아랍어)
"2","46",아시아학부,"관광통역안내사(스페인어),관광통역안내사(말레이/인도네시아어),관광통역안내사(일본어),관광통역안내사(아랍어)",관광통역안내사(러시아어)
"1","28",가정관리학과,"임상심리사1급,3급 청소년지도사,3급 청소년상담사,1급 청소년상담사",임상심리사1급
"2","52",산림과학과,"유기농업산업기사,임산가공기사,축산산업기사,종자산업기사",축산산업기사
"1","52",가정교육과,"임상심리사1급,1급 청소년지도사,2급 청소년상담사,3급 청소년지도사","3급 청소년지도사"
"1","16",미용과,"시각디자인기사,제품디자인산업기사,컴퓨터그래픽스운용기능사,시각디자인산업기사",제품디자인기술사
"2","41",친환경건축학과,"건축구조기술사,배관기능장,교통기사,측량및지형공간정보기사",도시계획기사
"1","16",정밀화학과,"정밀화학기사,화공기술사,위험물기능장,바이오화학제품제조산업기사",화공기사
"2","10",전자공학과,"전기철도기술사,광학기기산업기사,전기기능사,전기기기산업기사",건축전기설비기술사
"1","41",식품생명과학과,"식품기사,식육가공기사,떡제조기능사,수산제조기술사",식품가공기능사
"2","56",환경시스템공학과,"온실가스관리산업기사,농림토양평가관리산업기사,생물분류기사(식물),수질환경기사",기상예보기술사
"2","9",경호학과,"산업위생관리산업기사,건설안전기사,가스기사,자기비파괴검사기사",농작업안전보건기사
"2","41",레이저광정보공학전공,"임상심리사1급,3급 청소년지도사,국제의료관광코디네이터,3급 청소년상담사","2급 청소년지도사"
"1","18",만화애니메이션학과,"시각디자인기사,컬러리스트산업기사,제품디자인산업기사,컴퓨터그래픽스운용기능사",제품응용모델링기능사
"2","24",항공우주공학과,"금형제작기능장,금형기술사,정밀측정산업기사,전산응용조선제도기능사",프레스금형설계기사
"2","64",러시아학과,"관광통역안내사(중국어),관광통역안내사(말레이/인도네시아어),관광통역안내사(태국어),관광통역안내사(독어)",관광통역안내사(태국어)
"2","31",도시계획부동산학과,"천장크레인운전기능사,컨테이너크레인운전기능사,건축품질시험기술사,철도토목산업기사",지게차운전기능사
"1","11",신발패션산업과,"제품디자인기술사,웹디자인기능사,컴퓨터그래픽스운용기능사,시각디자인산업기사",제품디자인기술사
"2","32",경제금융학과,"사회조사분석사1급,사회조사분석사2급,포장기사,공장관리기술사",컨벤션기획사2급
